Order	Score	Word	IsRandom	Ngrams
764	18.58	cameron    	 	me(3.83), ro(3.36), ca(3.22), am(3.10), er(2.62), on(2.45)
765	18.58	cameron    	 	me(3.83), ro(3.36), ca(3.22), am(3.10), er(2.62), on(2.45)
766	18.57	skyler     	 	sk(5.82), ky(4.48), yl(3.29), er(2.62), le(2.36)
767	18.57	skyler     	 	sk(5.82), ky(4.48), yl(3.29), er(2.62), le(2.36)
768	18.56	eloise     	 	oi(5.82), lo(3.80), se(3.66), is(2.99), el(2.29)
769	18.56	makenna    	 	ak(4.67), ke(3.66), nn(2.87), ma(2.58), na(2.48), en(2.31)
770	18.56	simone     	 	im(4.43), mo(4.35), si(4.24), ne(3.08), on(2.45)
771	18.55	aurora     	 	ur(4.62), au(4.18), or(3.68), ro(3.36), ra(2.72)
772	18.55	miranda    	 	ir(4.28), nd(3.39), da(3.20), mi(3.18), ra(2.72), an(1.78)
773	18.55	savanna    	 	va(4.08), av(4.08), sa(3.25), nn(2.87), na(2.48), an(1.78)
774	18.54	kamryn     	 	mr(5.66), ry(3.57), ka(3.11), yn(3.10), am(3.10)
775	18.54	kamryn     	 	mr(5.66), ry(3.57), ka(3.11), yn(3.10), am(3.10)
776	18.54	lorelai    	 	lo(3.80), or(3.68), ai(3.27), re(2.94), la(2.56), el(2.29)
777	18.54	ashley     	 	hl(5.41), sh(4.06), as(3.38), ey(3.33), le(2.36)
778	18.54	brenton    	 	nt(4.11), to(3.60), br(3.12), re(2.94), on(2.45), en(2.31)
779	18.54	justin     	 	ju(4.39), us(4.18), ti(3.80), st(3.50), in(2.66)
780	18.53	kaylynn    	 	yl(3.29), ly(3.19), ka(3.11), yn(3.10), ay(2.97), nn(2.87)
781	18.53	bently     	 	tl(5.31), nt(4.11), be(3.60), ly(3.19), en(2.31)
782	18.52	sofia      	 	of(6.92), fi(5.53), so(3.59), ia(2.49)
783	18.49	harlow     	 	ow(5.41), rl(4.03), lo(3.80), ha(2.92), ar(2.33)
784	18.49	jovani     	 	ov(5.41), va(4.08), jo(3.83), ni(3.39), an(1.78)
785	18.48	kelsey     	 	ls(5.53), ke(3.66), se(3.66), ey(3.33), el(2.29)
786	18.48	skylar     	 	sk(5.82), ky(4.48), yl(3.29), la(2.56), ar(2.33)
787	18.48	skylar     	 	sk(5.82), ky(4.48), yl(3.29), la(2.56), ar(2.33)
788	18.47	izaiah     	 	iz(5.41), za(4.11), ai(3.27), ah(3.19), ia(2.49)
789	18.47	kameron    	 	me(3.83), ro(3.36), ka(3.11), am(3.10), er(2.62), on(2.45)
790	18.47	darrell    	 	rr(4.67), da(3.20), ll(3.04), re(2.94), ar(2.33), el(2.29)
791	18.46	jaylynn    	 	yl(3.29), ly(3.19), yn(3.10), ja(3.05), ay(2.97), nn(2.87)
792	18.46	nathaly    	 	at(3.66), th(3.64), ly(3.19), ha(2.92), al(2.57), na(2.48)
793	18.46	paloma     	 	om(4.84), pa(4.67), lo(3.80), ma(2.58), al(2.57)
794	18.44	brogan     	 	og(6.00), ga(4.18), ro(3.36), br(3.12), an(1.78)
795	18.39	coleman    	 	em(3.97), co(3.92), ol(3.78), ma(2.58), le(2.36), an(1.78)
796	18.38	westin     	 	we(4.78), ti(3.80), es(3.64), st(3.50), in(2.66)
797	18.38	raelynn    	 	ae(4.21), ly(3.19), yn(3.10), nn(2.87), ra(2.72), el(2.29)
798	18.38	edwin      	 	dw(6.22), wi(5.21), ed(4.28), in(2.66)
799	18.38	charlie    	 	rl(4.03), ch(3.78), ie(2.96), ha(2.92), li(2.36), ar(2.33)
800	18.38	charlie    	 	rl(4.03), ch(3.78), ie(2.96), ha(2.92), li(2.36), ar(2.33)
801	18.37	steven     	 	ev(4.43), ve(4.39), te(3.74), st(3.50), en(2.31)
802	18.37	eleanor    	 	no(4.21), ea(4.06), or(3.68), le(2.36), el(2.29), an(1.78)
803	18.37	keegan     	 	eg(4.97), ga(4.18), ee(3.78), ke(3.66), an(1.78)
804	18.36	colby      	 	lb(5.53), by(5.13), co(3.92), ol(3.78)
805	18.36	braylon    	 	lo(3.80), yl(3.29), br(3.12), ay(2.97), ra(2.72), on(2.45)
806	18.35	jamison    	 	so(3.59), mi(3.18), am(3.10), ja(3.05), is(2.99), on(2.45)
807	18.34	carissa    	 	ss(4.11), sa(3.25), ca(3.22), is(2.99), ri(2.45), ar(2.33)
808	18.33	meghan     	 	eg(4.97), gh(4.84), me(3.83), ha(2.92), an(1.78)
809	18.32	austin     	 	au(4.18), us(4.18), ti(3.80), st(3.50), in(2.66)
810	18.32	brodie     	 	od(4.90), di(3.97), ro(3.36), br(3.12), ie(2.96)
811	18.32	prince     	 	pr(5.53), nc(4.18), ce(3.50), in(2.66), ri(2.45)
812	18.29	marcos     	 	rc(5.21), os(4.24), co(3.92), ma(2.58), ar(2.33)
813	18.28	shannon    	 	no(4.21), sh(4.06), ha(2.92), nn(2.87), on(2.45), an(1.78)
814	18.28	maliyah    	 	iy(4.28), ya(3.29), ah(3.19), ma(2.58), al(2.57), li(2.36)
815	18.27	sfert      	*	sf(5.82), fe(5.31), rt(4.52), er(2.62)
816	18.25	tommy      	 	my(4.97), om(4.84), mm(4.84), to(3.60)
817	18.24	braylee    	 	ee(3.78), yl(3.29), br(3.12), ay(2.97), ra(2.72), le(2.36)
818	18.24	karissa    	 	ss(4.11), sa(3.25), ka(3.11), is(2.99), ri(2.45), ar(2.33)
819	18.24	brendon    	 	do(4.03), nd(3.39), br(3.12), re(2.94), on(2.45), en(2.31)
820	18.24	tatiana    	 	ta(4.03), ti(3.80), at(3.66), ia(2.49), na(2.48), an(1.78)
821	18.21	farrah     	 	fa(5.31), rr(4.67), ah(3.19), ra(2.72), ar(2.33)
822	18.21	royce      	 	oy(5.82), yc(5.53), ce(3.50), ro(3.36)
823	18.21	adalynn    	 	ad(3.28), da(3.20), ly(3.19), yn(3.10), nn(2.87), al(2.57)
824	18.20	violet     	 	io(4.32), et(4.00), ol(3.78), vi(3.74), le(2.36)
825	18.17	nixon      	 	xo(6.51), ix(5.82), ni(3.39), on(2.45)
826	18.17	ximena     	 	xi(5.13), im(4.43), me(3.83), na(2.48), en(2.31)
827	18.17	claire     	 	cl(5.13), ir(4.28), ai(3.27), re(2.94), la(2.56)
828	18.17	tyrell     	 	yr(5.13), ty(4.78), ll(3.04), re(2.94), el(2.29)
829	18.17	kendall    	 	ke(3.66), nd(3.39), da(3.20), ll(3.04), al(2.57), en(2.31)
830	18.17	kendall    	 	ke(3.66), nd(3.39), da(3.20), ll(3.04), al(2.57), en(2.31)
831	18.16	bowen      	 	bo(5.66), ow(5.41), we(4.78), en(2.31)
832	18.16	camilla    	 	ca(3.22), mi(3.18), am(3.10), il(3.07), ll(3.04), la(2.56)
833	18.16	reagan     	 	ag(5.21), ga(4.18), ea(4.06), re(2.94), an(1.78)
834	18.16	reagan     	 	ag(5.21), ga(4.18), ea(4.06), re(2.94), an(1.78)
835	18.15	ernest     	 	rn(5.31), es(3.64), st(3.50), ne(3.08), er(2.62)
836	18.12	mariyah    	 	iy(4.28), ya(3.29), ah(3.19), ma(2.58), ri(2.45), ar(2.33)
837	18.12	hadley     	 	dl(6.22), ey(3.33), ad(3.28), ha(2.92), le(2.36)
838	18.12	aubrie     	 	ub(5.41), au(4.18), br(3.12), ie(2.96), ri(2.45)
839	18.11	gunnar     	 	gu(5.31), un(5.13), nn(2.87), na(2.48), ar(2.33)
840	18.08	alexis     	 	xi(5.13), ex(5.05), is(2.99), al(2.57), le(2.36)
841	18.08	alexis     	 	xi(5.13), ex(5.05), is(2.99), al(2.57), le(2.36)
842	18.07	alisson    	 	ss(4.11), so(3.59), is(2.99), al(2.57), on(2.45), li(2.36)
843	18.07	juliet     	 	ju(4.39), ul(4.35), et(4.00), ie(2.96), li(2.36)
844	18.06	natalie    	 	ta(4.03), at(3.66), ie(2.96), al(2.57), na(2.48), li(2.36)
845	18.04	yasmin     	 	sm(5.53), as(3.38), ya(3.29), mi(3.18), in(2.66)
846	18.03	brycen     	 	yc(5.53), ry(3.57), ce(3.50), br(3.12), en(2.31)
847	18.02	lauryn     	 	ur(4.62), au(4.18), ry(3.57), yn(3.10), la(2.56)
848	18.00	blaise     	 	bl(5.53), se(3.66), ai(3.27), is(2.99), la(2.56)
849	18.00	oliver     	 	iv(4.84), ve(4.39), ol(3.78), er(2.62), li(2.36)
850	17.99	josiah     	 	os(4.24), si(4.24), jo(3.83), ah(3.19), ia(2.49)
851	17.98	jaidyn     	 	id(4.35), dy(4.21), ai(3.27), yn(3.10), ja(3.05)
852	17.98	jaidyn     	 	id(4.35), dy(4.21), ai(3.27), yn(3.10), ja(3.05)
853	17.97	darius     	 	iu(5.82), us(4.18), da(3.20), ri(2.45), ar(2.33)
854	17.97	weston     	 	we(4.78), es(3.64), to(3.60), st(3.50), on(2.45)
855	17.97	lennox     	 	ox(6.22), no(4.21), nn(2.87), le(2.36), en(2.31)
856	17.96	cedric     	 	ed(4.28), dr(4.00), ic(3.74), ce(3.50), ri(2.45)
857	17.96	travis     	 	tr(4.43), av(4.08), vi(3.74), is(2.99), ra(2.72)
858	17.96	adyson     	 	ys(4.43), dy(4.21), so(3.59), ad(3.28), on(2.45)
859	17.96	camille    	 	ca(3.22), mi(3.18), am(3.10), il(3.07), ll(3.04), le(2.36)
860	17.95	itzel      	 	tz(6.00), ze(5.41), it(4.24), el(2.29)
861	17.95	pablo      	 	bl(5.53), pa(4.67), ab(3.95), lo(3.80)
862	17.92	madalyn    	 	ad(3.28), da(3.20), ly(3.19), yn(3.10), ma(2.58), al(2.57)
863	17.92	kinley     	 	nl(5.21), ki(4.35), ey(3.33), in(2.66), le(2.36)
864	17.92	jesus      	 	su(5.66), je(4.43), us(4.18), es(3.64)
865	17.91	sabrina    	 	ab(3.95), sa(3.25), br(3.12), in(2.66), na(2.48), ri(2.45)
866	17.90	chloe      	 	hl(5.41), oe(4.90), lo(3.80), ch(3.78)
867	17.89	dayton     	 	yt(5.66), to(3.60), da(3.20), ay(2.97), on(2.45)
868	17.88	dixie      	 	ix(5.82), xi(5.13), di(3.97), ie(2.96)
869	17.87	cullen     	 	cu(5.82), ul(4.35), ll(3.04), le(2.36), en(2.31)
870	17.87	gavyn      	 	vy(6.51), ga(4.18), av(4.08), yn(3.10)
871	17.87	konnor     	 	ko(4.67), no(4.21), or(3.68), nn(2.87), on(2.45)
872	17.86	jorden     	 	rd(5.05), jo(3.83), or(3.68), de(3.01), en(2.31)
873	17.85	raegan     	 	eg(4.97), ae(4.21), ga(4.18), ra(2.72), an(1.78)
874	17.85	camden     	 	md(6.22), ca(3.22), am(3.10), de(3.01), en(2.31)
875	17.85	kamille    	 	mi(3.18), ka(3.11), am(3.10), il(3.07), ll(3.04), le(2.36)
876	17.85	juliana    	 	ju(4.39), ul(4.35), ia(2.49), na(2.48), li(2.36), an(1.78)
877	17.85	gauge      	 	ug(5.41), ga(4.18), au(4.18), ge(4.08)
878	17.85	manuel     	 	nu(6.22), ue(4.97), ma(2.58), el(2.29), an(1.78)
879	17.83	melvin     	 	lv(5.31), me(3.83), vi(3.74), in(2.66), el(2.29)
880	17.81	ahmed      	 	hm(6.51), ed(4.28), me(3.83), ah(3.19)
881	17.80	jasmin     	 	sm(5.53), as(3.38), mi(3.18), ja(3.05), in(2.66)
882	17.80	camron     	 	mr(5.66), ro(3.36), ca(3.22), am(3.10), on(2.45)
883	17.80	davion     	 	io(4.32), av(4.08), vi(3.74), da(3.20), on(2.45)
884	17.78	abbie      	 	bb(5.66), bi(5.21), ab(3.95), ie(2.96)
885	17.77	taylor     	 	ta(4.03), lo(3.80), or(3.68), yl(3.29), ay(2.97)
886	17.77	taylor     	 	ta(4.03), lo(3.80), or(3.68), yl(3.29), ay(2.97)
887	17.77	bruno      	 	ru(5.31), un(5.13), no(4.21), br(3.12)
888	17.75	jayleen    	 	ee(3.78), yl(3.29), ja(3.05), ay(2.97), le(2.36), en(2.31)
889	17.75	jensen     	 	ns(5.05), en(4.62), je(4.43), se(3.66)
890	17.75	kamden     	 	md(6.22), ka(3.11), am(3.10), de(3.01), en(2.31)
891	17.75	archer     	 	rc(5.21), he(3.80), ch(3.78), er(2.62), ar(2.33)
892	17.74	adelynn    	 	ad(3.28), ly(3.19), yn(3.10), de(3.01), nn(2.87), el(2.29)
893	17.73	hattie     	 	tt(4.39), ti(3.80), at(3.66), ie(2.96), ha(2.92)
894	17.73	waylon     	 	wa(5.21), lo(3.80), yl(3.29), ay(2.97), on(2.45)
895	17.72	diego      	 	go(5.82), eg(4.97), di(3.97), ie(2.96)
896	17.71	deegan     	 	eg(4.97), ga(4.18), ee(3.78), de(3.01), an(1.78)
897	17.71	marissa    	 	ss(4.11), sa(3.25), is(2.99), ma(2.58), ri(2.45), ar(2.33)
898	17.71	marisol    	 	ol(3.78), so(3.59), is(2.99), ma(2.58), ri(2.45), ar(2.33)
899	17.69	kamron     	 	mr(5.66), ro(3.36), ka(3.11), am(3.10), on(2.45)
900	17.69	larissa    	 	ss(4.11), sa(3.25), is(2.99), la(2.56), ri(2.45), ar(2.33)
901	17.69	bailee     	 	ba(5.21), ee(3.78), ai(3.27), il(3.07), le(2.36)
902	17.68	makhi      	 	kh(5.82), ak(4.67), hi(4.62), ma(2.58)
903	17.66	kelvin     	 	lv(5.31), vi(3.74), ke(3.66), in(2.66), el(2.29)
904	17.65	alvaro     	 	lv(5.31), va(4.08), ro(3.36), al(2.57), ar(2.33)
905	17.64	titus      	 	tu(5.41), it(4.24), us(4.18), ti(3.80)
906	17.64	javion     	 	io(4.32), av(4.08), vi(3.74), ja(3.05), on(2.45)
907	17.62	carlos     	 	os(4.24), rl(4.03), lo(3.80), ca(3.22), ar(2.33)
908	17.61	baylee     	 	ba(5.21), ee(3.78), yl(3.29), ay(2.97), le(2.36)
909	17.60	ismael     	 	sm(5.53), ae(4.21), is(2.99), ma(2.58), el(2.29)
910	17.59	declan     	 	cl(5.13), ec(5.13), de(3.01), la(2.56), an(1.78)
911	17.59	leilani    	 	ei(4.43), ni(3.39), il(3.07), la(2.56), le(2.36), an(1.78)
912	17.59	natalia    	 	ta(4.03), at(3.66), al(2.57), ia(2.49), na(2.48), li(2.36)
913	17.58	alexia     	 	xi(5.13), ex(5.05), al(2.57), ia(2.49), le(2.36)
914	17.58	lilliana   	 	li(4.73), il(3.07), ll(3.04), ia(2.49), na(2.48), an(1.78)
915	17.57	wyatt      	 	wy(6.22), tt(4.39), at(3.66), ya(3.29)
916	17.56	alyssa     	 	ys(4.43), ss(4.11), sa(3.25), ly(3.19), al(2.57)
917	17.53	marvin     	 	rv(6.22), vi(3.74), in(2.66), ma(2.58), ar(2.33)
918	17.53	jordan     	 	rd(5.05), jo(3.83), or(3.68), da(3.20), an(1.78)
919	17.53	jordan     	 	rd(5.05), jo(3.83), or(3.68), da(3.20), an(1.78)
920	17.52	paola      	 	ao(6.51), pa(4.67), ol(3.78), la(2.56)
921	17.52	zavier     	 	za(4.11), av(4.08), vi(3.74), ie(2.96), er(2.62)
922	17.51	jakob      	 	ob(5.13), ak(4.67), ko(4.67), ja(3.05)
923	17.50	draven     	 	ve(4.39), av(4.08), dr(4.00), ra(2.72), en(2.31)
924	17.50	franco     	 	fr(4.90), nc(4.18), co(3.92), ra(2.72), an(1.78)
925	17.49	calvin     	 	lv(5.31), vi(3.74), ca(3.22), in(2.66), al(2.57)
926	17.49	lukas      	 	uk(6.22), lu(4.78), as(3.38), ka(3.11)
927	17.49	brandon    	 	do(4.03), nd(3.39), br(3.12), ra(2.72), on(2.45), an(1.78)
928	17.46	deacon     	 	ea(4.06), ac(4.03), co(3.92), de(3.01), on(2.45)
929	17.45	alonso     	 	ns(5.05), lo(3.80), so(3.59), al(2.57), on(2.45)
930	17.45	warren     	 	wa(5.21), rr(4.67), re(2.94), ar(2.33), en(2.31)
931	17.45	madelyn    	 	ad(3.28), ly(3.19), yn(3.10), de(3.01), ma(2.58), el(2.29)
932	17.45	louis      	 	ou(5.53), ui(5.13), lo(3.80), is(2.99)
933	17.44	regina     	 	eg(4.97), gi(4.39), re(2.94), in(2.66), na(2.48)
934	17.44	harold     	 	ld(5.05), ol(3.78), ro(3.36), ha(2.92), ar(2.33)
935	17.43	avianna    	 	av(4.08), vi(3.74), nn(2.87), ia(2.49), na(2.48), an(1.78)
936	17.43	keaton     	 	ea(4.06), at(3.66), ke(3.66), to(3.60), on(2.45)
937	17.42	elliot     	 	ot(5.41), io(4.32), ll(3.04), li(2.36), el(2.29)
938	17.42	elliot     	 	ot(5.41), io(4.32), ll(3.04), li(2.36), el(2.29)
939	17.41	andrew     	 	ew(5.31), dr(4.00), nd(3.39), re(2.94), an(1.78)
940	17.41	evelyn     	 	ev(4.43), ve(4.39), ly(3.19), yn(3.10), el(2.29)
941	17.41	lilianna   	 	li(4.73), il(3.07), nn(2.87), ia(2.49), na(2.48), an(1.78)
942	17.39	alijah     	 	ij(6.22), ah(3.19), ja(3.05), al(2.57), li(2.36)
943	17.39	mattie     	 	tt(4.39), ti(3.80), at(3.66), ie(2.96), ma(2.58)
944	17.37	tinley     	 	nl(5.21), ti(3.80), ey(3.33), in(2.66), le(2.36)
945	17.36	dalton     	 	lt(5.53), to(3.60), da(3.20), al(2.57), on(2.45)
946	17.35	ansley     	 	ns(5.05), sl(4.84), ey(3.33), le(2.36), an(1.78)
947	17.35	knox       	 	kn(6.92), ox(6.22), no(4.21)
948	17.31	rivka      	 	vk(6.92), iv(4.84), ka(3.11), ri(2.45)
949	17.28	edison     	 	ed(4.28), di(3.97), so(3.59), is(2.99), on(2.45)
950	17.27	april      	 	ap(6.22), pr(5.53), il(3.07), ri(2.45)
951	17.25	layton     	 	yt(5.66), to(3.60), ay(2.97), la(2.56), on(2.45)
952	17.24	bailey     	 	ba(5.21), ey(3.33), ai(3.27), il(3.07), le(2.36)
953	17.24	breanna    	 	ea(4.06), br(3.12), re(2.94), nn(2.87), na(2.48), an(1.78)
954	17.23	araceli    	 	ac(4.03), ce(3.50), ra(2.72), li(2.36), ar(2.33), el(2.29)
955	17.23	camren     	 	mr(5.66), ca(3.22), am(3.10), re(2.94), en(2.31)
956	17.21	olivia     	 	iv(4.84), ol(3.78), vi(3.74), ia(2.49), li(2.36)
957	17.21	sierra     	 	rr(4.67), si(4.24), ie(2.96), ra(2.72), er(2.62)
958	17.21	esther     	 	he(3.80), es(3.64), th(3.64), st(3.50), er(2.62)
959	17.19	nicole     	 	co(3.92), ol(3.78), ic(3.74), ni(3.39), le(2.36)
960	17.17	rhys       	 	rh(6.51), hy(6.22), ys(4.43)
961	17.17	jaydin     	 	yd(4.52), di(3.97), ja(3.05), ay(2.97), in(2.66)
962	17.16	bryson     	 	ys(4.43), so(3.59), ry(3.57), br(3.12), on(2.45)
963	17.15	monica     	 	mo(4.35), ic(3.74), ni(3.39), ca(3.22), on(2.45)
964	17.14	bruce      	 	ru(5.31), uc(5.21), ce(3.50), br(3.12)
965	17.13	cruz       	 	uz(6.51), ru(5.31), cr(5.31)
966	17.13	braylin    	 	yl(3.29), br(3.12), ay(2.97), ra(2.72), in(2.66), li(2.36)
967	17.13	connor     	 	no(4.21), co(3.92), or(3.68), nn(2.87), on(2.45)
968	17.12	jorge      	 	rg(5.53), ge(4.08), jo(3.83), or(3.68)
969	17.12	kamren     	 	mr(5.66), ka(3.11), am(3.10), re(2.94), en(2.31)
970	17.12	elijah     	 	ij(6.22), ah(3.19), ja(3.05), li(2.36), el(2.29)
971	17.11	legend     	 	eg(4.97), ge(4.08), nd(3.39), le(2.36), en(2.31)
972	17.11	bryanna    	 	ry(3.57), ya(3.29), br(3.12), nn(2.87), na(2.48), an(1.78)
973	17.11	samiya     	 	iy(4.28), ya(3.29), sa(3.25), mi(3.18), am(3.10)
974	17.10	blaine     	 	bl(5.53), ai(3.27), ne(3.08), in(2.66), la(2.56)
975	17.09	lucia      	 	uc(5.21), lu(4.78), ci(4.62), ia(2.49)
976	17.09	carmen     	 	rm(5.41), me(3.83), ca(3.22), ar(2.33), en(2.31)
977	17.09	brysen     	 	ys(4.43), se(3.66), ry(3.57), br(3.12), en(2.31)
978	17.09	stacy      	 	cy(5.53), ac(4.03), ta(4.03), st(3.50)
979	17.08	killian    	 	ki(4.35), il(3.07), ll(3.04), ia(2.49), li(2.36), an(1.78)
980	17.07	brenden    	 	en(4.62), nd(3.39), br(3.12), de(3.01), re(2.94)
981	17.06	darryl     	 	rr(4.67), ry(3.57), yl(3.29), da(3.20), ar(2.33)
982	17.05	hamza      	 	mz(6.92), za(4.11), am(3.10), ha(2.92)
983	17.05	jaylene    	 	yl(3.29), ne(3.08), ja(3.05), ay(2.97), le(2.36), en(2.31)
984	17.05	zaiden     	 	id(4.35), za(4.11), ai(3.27), de(3.01), en(2.31)
985	17.04	amiyah     	 	iy(4.28), ya(3.29), ah(3.19), mi(3.18), am(3.10)
986	17.04	gerald     	 	ld(5.05), ge(4.08), ra(2.72), er(2.62), al(2.57)
987	17.03	valerie    	 	va(4.08), ie(2.96), er(2.62), al(2.57), ri(2.45), le(2.36)
988	17.01	jaydon     	 	yd(4.52), do(4.03), ja(3.05), ay(2.97), on(2.45)
989	17.01	naomi      	 	ao(6.51), om(4.84), mi(3.18), na(2.48)
990	17.01	edgar      	 	dg(6.22), ed(4.28), ga(4.18), ar(2.33)
991	17.00	ulises     	 	ul(4.35), se(3.66), es(3.64), is(2.99), li(2.36)
992	16.99	benson     	 	ns(5.05), be(3.60), so(3.59), on(2.45), en(2.31)
993	16.99	santos     	 	os(4.24), nt(4.11), to(3.60), sa(3.25), an(1.78)
994	16.99	allison    	 	so(3.59), ll(3.04), is(2.99), al(2.57), on(2.45), li(2.36)
995	16.99	easton     	 	ea(4.06), to(3.60), st(3.50), as(3.38), on(2.45)
996	16.98	jabari     	 	ba(5.21), ab(3.95), ja(3.05), ri(2.45), ar(2.33)
997	16.97	annabel    	 	ab(3.95), be(3.60), nn(2.87), na(2.48), el(2.29), an(1.78)
998	16.96	marianna   	 	nn(2.87), ma(2.58), ia(2.49), na(2.48), ri(2.45), ar(2.33), an(1.78)
999	16.96	londyn     	 	dy(4.21), lo(3.80), nd(3.39), yn(3.10), on(2.45)
1000	16.95	tenley     	 	nl(5.21), te(3.74), ey(3.33), le(2.36), en(2.31)
1001	16.95	ishaan     	 	aa(5.21), sh(4.06), is(2.99), ha(2.92), an(1.78)
1002	16.94	nelson     	 	ls(5.53), so(3.59), ne(3.08), on(2.45), el(2.29)
1003	16.93	ralph      	 	lp(6.92), ph(4.72), ra(2.72), al(2.57)
1004	16.91	zayden     	 	yd(4.52), za(4.11), de(3.01), ay(2.97), en(2.31)
1005	16.91	kaeden     	 	ed(4.28), ae(4.21), ka(3.11), de(3.01), en(2.31)
1006	16.90	irvin      	 	rv(6.22), ir(4.28), vi(3.74), in(2.66)
1007	16.90	emilio     	 	io(4.32), em(3.97), mi(3.18), il(3.07), li(2.36)
1008	16.87	kenley     	 	nl(5.21), ke(3.66), ey(3.33), le(2.36), en(2.31)
1009	16.87	bianca     	 	bi(5.21), nc(4.18), ca(3.22), ia(2.49), an(1.78)
1010	16.86	kendyl     	 	dy(4.21), ke(3.66), nd(3.39), yl(3.29), en(2.31)
1011	16.85	jaeden     	 	ed(4.28), ae(4.21), ja(3.05), de(3.01), en(2.31)
1012	16.81	jewel      	 	ew(5.31), we(4.78), je(4.43), el(2.29)
1013	16.80	melanie    	 	me(3.83), ni(3.39), ie(2.96), la(2.56), el(2.29), an(1.78)
1014	16.80	noelle     	 	oe(4.90), no(4.21), ll(3.04), le(2.36), el(2.29)
1015	16.77	braylen    	 	yl(3.29), br(3.12), ay(2.97), ra(2.72), le(2.36), en(2.31)
1016	16.77	joanna     	 	oa(5.82), jo(3.83), nn(2.87), na(2.48), an(1.78)
1017	16.77	ryker      	 	yk(6.92), ke(3.66), ry(3.57), er(2.62)
1018	16.76	hugo       	 	go(5.82), hu(5.53), ug(5.41)
1019	16.75	maxim      	 	xi(5.13), ax(4.62), im(4.43), ma(2.58)
1020	16.74	brendan    	 	nd(3.39), da(3.20), br(3.12), re(2.94), en(2.31), an(1.78)
1021	16.74	kyndal     	 	ky(4.48), nd(3.39), da(3.20), yn(3.10), al(2.57)
1022	16.74	khalil     	 	kh(5.82), il(3.07), ha(2.92), al(2.57), li(2.36)
1023	16.73	malaki     	 	ak(4.67), ki(4.35), ma(2.58), al(2.57), la(2.56)
1024	16.71	marilyn    	 	ly(3.19), yn(3.10), il(3.07), ma(2.58), ri(2.45), ar(2.33)
1025	16.71	graham     	 	gr(4.78), ah(3.19), am(3.10), ha(2.92), ra(2.72)
1026	16.71	carson     	 	rs(5.13), so(3.59), ca(3.22), on(2.45), ar(2.33)
1027	16.70	randall    	 	nd(3.39), da(3.20), ll(3.04), ra(2.72), al(2.57), an(1.78)
1028	16.69	romeo      	 	om(4.84), eo(4.67), me(3.83), ro(3.36)
1029	16.68	azaria     	 	az(5.31), za(4.11), ia(2.49), ri(2.45), ar(2.33)
1030	16.68	adeline    	 	ad(3.28), ne(3.08), de(3.01), in(2.66), li(2.36), el(2.29)
1031	16.68	marlene    	 	rl(4.03), ne(3.08), ma(2.58), le(2.36), ar(2.33), en(2.31)
1032	16.66	dahlia     	 	hl(5.41), da(3.20), ah(3.19), ia(2.49), li(2.36)
1033	16.65	cayson     	 	ys(4.43), so(3.59), ca(3.22), ay(2.97), on(2.45)
1034	16.64	damaris    	 	da(3.20), am(3.10), is(2.99), ma(2.58), ri(2.45), ar(2.33)
1035	16.64	ramiro     	 	ir(4.28), ro(3.36), mi(3.18), am(3.10), ra(2.72)
1036	16.64	willie     	 	wi(5.21), il(3.07), ll(3.04), ie(2.96), li(2.36)
1037	16.63	ruben      	 	ub(5.41), ru(5.31), be(3.60), en(2.31)
1038	16.63	rachel     	 	ac(4.03), he(3.80), ch(3.78), ra(2.72), el(2.29)
1039	16.63	jaxon      	 	xo(6.51), ax(4.62), ja(3.05), on(2.45)
1040	16.62	angelo     	 	ng(4.67), ge(4.08), lo(3.80), el(2.29), an(1.78)
1041	16.62	tyree      	 	yr(5.13), ty(4.78), ee(3.78), re(2.94)
1042	16.62	brennen    	 	en(4.62), br(3.12), ne(3.08), re(2.94), nn(2.87)
1043	16.62	brock      	 	oc(5.82), ck(4.32), ro(3.36), br(3.12)
1044	16.60	karson     	 	rs(5.13), so(3.59), ka(3.11), on(2.45), ar(2.33)
1045	16.60	lauren     	 	ur(4.62), au(4.18), re(2.94), la(2.56), en(2.31)
1046	16.58	lucas      	 	uc(5.21), lu(4.78), as(3.38), ca(3.22)
1047	16.58	laurel     	 	ur(4.62), au(4.18), re(2.94), la(2.56), el(2.29)
1048	16.58	vivian     	 	vi(7.48), iv(4.84), ia(2.49), an(1.78)
1049	16.57	donald     	 	ld(5.05), do(4.03), al(2.57), na(2.48), on(2.45)
1050	16.56	valeria    	 	va(4.08), er(2.62), al(2.57), ia(2.49), ri(2.45), le(2.36)
1051	16.56	heidi      	 	ei(4.43), id(4.35), di(3.97), he(3.80)
1052	16.55	abbey      	 	bb(5.66), ab(3.95), be(3.60), ey(3.33)
1053	16.55	kayson     	 	ys(4.43), so(3.59), ka(3.11), ay(2.97), on(2.45)
1054	16.54	paige      	 	pa(4.67), ig(4.52), ge(4.08), ai(3.27)
1055	16.50	averie     	 	ve(4.39), av(4.08), ie(2.96), er(2.62), ri(2.45)
1056	16.49	mollie     	 	mo(4.35), ol(3.78), ll(3.04), ie(2.96), li(2.36)
1057	16.48	jayson     	 	ys(4.43), so(3.59), ja(3.05), ay(2.97), on(2.45)
1058	16.48	delilah    	 	ah(3.19), il(3.07), de(3.01), la(2.56), li(2.36), el(2.29)
