Order	Score	Word	IsRandom	Ngrams
226	23.88	addisyn    	 	sy(5.41), dd(5.13), di(3.97), ad(3.28), yn(3.10), is(2.99)
227	23.86	kendrick   	 	ck(4.32), dr(4.00), ic(3.74), ke(3.66), nd(3.39), ri(2.45), en(2.31)
228	23.82	lincoln    	 	ln(6.92), nc(4.18), co(3.92), ol(3.78), in(2.66), li(2.36)
229	23.80	barbara    	 	ba(10.43), rb(6.00), ar(4.66), ra(2.72)
230	23.80	leonidas   	 	eo(4.67), id(4.35), ni(3.39), as(3.38), da(3.20), on(2.45), le(2.36)
231	23.76	krystal    	 	kr(5.66), ys(4.43), ta(4.03), ry(3.57), st(3.50), al(2.57)
232	23.73	gilbert    	 	lb(5.53), rt(4.52), gi(4.39), be(3.60), il(3.07), er(2.62)
233	23.71	rosemary   	 	os(4.24), em(3.97), se(3.66), ry(3.57), ro(3.36), ma(2.58), ar(2.33)
234	23.69	caydence   	 	yd(4.52), nc(4.18), ce(3.50), ca(3.22), de(3.01), ay(2.97), en(2.31)
235	23.69	madeleine  	 	ei(4.43), ad(3.28), ne(3.08), de(3.01), in(2.66), ma(2.58), le(2.36), el(2.29)
236	23.69	phoebe     	 	eb(5.41), ho(5.05), oe(4.90), ph(4.72), be(3.60)
237	23.69	deangelo   	 	ng(4.67), ge(4.08), ea(4.06), lo(3.80), de(3.01), el(2.29), an(1.78)
238	23.68	deborah    	 	bo(5.66), eb(5.41), or(3.68), ah(3.19), de(3.01), ra(2.72)
239	23.67	giuliana   	 	iu(5.82), gi(4.39), ul(4.35), ia(2.49), na(2.48), li(2.36), an(1.78)
240	23.66	joshua     	 	ua(6.00), hu(5.53), os(4.24), sh(4.06), jo(3.83)
241	23.65	jackson    	 	ks(6.22), ck(4.32), ac(4.03), so(3.59), ja(3.05), on(2.45)
242	23.61	gracelyn   	 	gr(4.78), ac(4.03), ce(3.50), ly(3.19), yn(3.10), ra(2.72), el(2.29)
243	23.59	kaydence   	 	yd(4.52), nc(4.18), ce(3.50), ka(3.11), de(3.01), ay(2.97), en(2.31)
244	23.58	sterling   	 	ng(4.67), rl(4.03), te(3.74), st(3.50), in(2.66), er(2.62), li(2.36)
245	23.57	lorenzo    	 	zo(5.53), nz(5.31), lo(3.80), or(3.68), re(2.94), en(2.31)
246	23.56	jonathon   	 	ho(5.05), on(4.90), jo(3.83), at(3.66), th(3.64), na(2.48)
247	23.54	kristina   	 	kr(5.66), ti(3.80), st(3.50), is(2.99), in(2.66), na(2.48), ri(2.45)
248	23.54	barrett    	 	ba(5.21), rr(4.67), tt(4.39), et(4.00), re(2.94), ar(2.33)
249	23.53	vivienne   	 	vi(7.48), iv(4.84), ne(3.08), ie(2.96), nn(2.87), en(2.31)
250	23.51	cassidy    	 	id(4.35), si(4.24), dy(4.21), ss(4.11), as(3.38), ca(3.22)
251	23.49	cynthia    	 	cy(5.53), hi(4.62), nt(4.11), th(3.64), yn(3.10), ia(2.49)
252	23.47	destinee   	 	ti(3.80), ee(3.78), es(3.64), st(3.50), ne(3.08), de(3.01), in(2.66)
253	23.47	phillip    	 	ip(5.66), ph(4.72), hi(4.62), il(3.07), ll(3.04), li(2.36)
254	23.46	nathanael  	 	na(4.96), ae(4.21), at(3.66), th(3.64), ha(2.92), el(2.29), an(1.78)
255	23.45	claudia    	 	cl(5.13), ud(5.13), au(4.18), di(3.97), la(2.56), ia(2.49)
256	23.41	kassidy    	 	id(4.35), si(4.24), dy(4.21), ss(4.11), as(3.38), ka(3.11)
257	23.40	crystal    	 	cr(5.31), ys(4.43), ta(4.03), ry(3.57), st(3.50), al(2.57)
258	23.39	jessica    	 	je(4.43), si(4.24), ss(4.11), ic(3.74), es(3.64), ca(3.22)
259	23.39	matthew    	 	ew(5.31), tt(4.39), he(3.80), at(3.66), th(3.64), ma(2.58)
260	23.38	mohamed    	 	oh(4.90), mo(4.35), ed(4.28), me(3.83), am(3.10), ha(2.92)
261	23.37	giovani    	 	ov(5.41), gi(4.39), io(4.32), va(4.08), ni(3.39), an(1.78)
262	23.36	leonardo   	 	rd(5.05), eo(4.67), do(4.03), na(2.48), on(2.45), le(2.36), ar(2.33)
263	23.35	gibson     	 	bs(6.92), ib(6.00), gi(4.39), so(3.59), on(2.45)
264	23.34	hadassah   	 	ss(4.11), as(3.38), ad(3.28), sa(3.25), da(3.20), ah(3.19), ha(2.92)
265	23.30	kirsten    	 	rs(5.13), ki(4.35), ir(4.28), te(3.74), st(3.50), en(2.31)
266	23.30	sawyer     	 	wy(6.22), aw(5.66), ye(5.53), sa(3.25), er(2.62)
267	23.30	sawyer     	 	wy(6.22), aw(5.66), ye(5.53), sa(3.25), er(2.62)
268	23.28	esteban    	 	eb(5.41), ba(5.21), te(3.74), es(3.64), st(3.50), an(1.78)
269	23.28	jazmine    	 	zm(6.00), az(5.31), mi(3.18), ne(3.08), ja(3.05), in(2.66)
270	23.27	yusuf      	 	uf(6.92), yu(6.51), su(5.66), us(4.18)
271	23.26	patrick    	 	pa(4.67), tr(4.43), ck(4.32), ic(3.74), at(3.66), ri(2.45)
272	23.22	spencer    	 	sp(6.00), pe(4.62), nc(4.18), ce(3.50), er(2.62), en(2.31)
273	23.21	quintin    	 	in(5.32), ui(5.13), qu(4.84), nt(4.11), ti(3.80)
274	23.20	terrance   	 	rr(4.67), nc(4.18), te(3.74), ce(3.50), ra(2.72), er(2.62), an(1.78)
275	23.19	cristina   	 	cr(5.31), ti(3.80), st(3.50), is(2.99), in(2.66), na(2.48), ri(2.45)
276	23.17	veronica   	 	ve(4.39), ic(3.74), ni(3.39), ro(3.36), ca(3.22), er(2.62), on(2.45)
277	23.13	chelsea    	 	ls(5.53), ea(4.06), he(3.80), ch(3.78), se(3.66), el(2.29)
278	23.12	nathaniel  	 	at(3.66), th(3.64), ni(3.39), ie(2.96), ha(2.92), na(2.48), el(2.29), an(1.78)
279	23.11	justice    	 	ju(4.39), us(4.18), ti(3.80), ic(3.74), ce(3.50), st(3.50)
280	23.11	justice    	 	ju(4.39), us(4.18), ti(3.80), ic(3.74), ce(3.50), st(3.50)
281	23.09	edward     	 	dw(6.22), wa(5.21), rd(5.05), ed(4.28), ar(2.33)
282	23.09	raphael    	 	ap(6.22), ph(4.72), ae(4.21), ha(2.92), ra(2.72), el(2.29)
283	23.09	addyson    	 	dd(5.13), ys(4.43), dy(4.21), so(3.59), ad(3.28), on(2.45)
284	23.08	luciano    	 	uc(5.21), lu(4.78), ci(4.62), no(4.21), ia(2.49), an(1.78)
285	23.07	chandler   	 	dl(6.22), ch(3.78), nd(3.39), ha(2.92), er(2.62), le(2.36), an(1.78)
286	23.07	lucille    	 	uc(5.21), lu(4.78), ci(4.62), il(3.07), ll(3.04), le(2.36)
287	23.05	howard     	 	ow(5.41), wa(5.21), rd(5.05), ho(5.05), ar(2.33)
288	23.01	ryleigh    	 	gh(4.84), ig(4.52), ei(4.43), ry(3.57), yl(3.29), le(2.36)
289	23.00	dominik    	 	ik(4.90), om(4.84), do(4.03), ni(3.39), mi(3.18), in(2.66)
290	22.95	summer     	 	um(6.00), su(5.66), mm(4.84), me(3.83), er(2.62)
291	22.89	daphne     	 	ap(6.22), hn(5.66), ph(4.72), da(3.20), ne(3.08)
292	22.85	bridger    	 	dg(6.22), id(4.35), ge(4.08), br(3.12), er(2.62), ri(2.45)
293	22.84	gisselle   	 	gi(4.39), ss(4.11), se(3.66), ll(3.04), is(2.99), le(2.36), el(2.29)
294	22.84	roberto    	 	ob(5.13), rt(4.52), be(3.60), to(3.60), ro(3.36), er(2.62)
295	22.82	jeremiah   	 	je(4.43), em(3.97), ah(3.19), mi(3.18), re(2.94), er(2.62), ia(2.49)
296	22.82	clarissa   	 	cl(5.13), ss(4.11), sa(3.25), is(2.99), la(2.56), ri(2.45), ar(2.33)
297	22.81	solomon    	 	om(4.84), mo(4.35), lo(3.80), ol(3.78), so(3.59), on(2.45)
298	22.80	quinton    	 	ui(5.13), qu(4.84), nt(4.11), to(3.60), in(2.66), on(2.45)
299	22.79	jerimiah   	 	je(4.43), im(4.43), ah(3.19), mi(3.18), er(2.62), ia(2.49), ri(2.45)
300	22.79	quinten    	 	ui(5.13), qu(4.84), nt(4.11), te(3.74), in(2.66), en(2.31)
301	22.78	everett    	 	ev(4.43), ve(4.39), tt(4.39), et(4.00), re(2.94), er(2.62)
302	22.74	kathryn    	 	hr(5.66), at(3.66), th(3.64), ry(3.57), ka(3.11), yn(3.10)
303	22.73	brantley   	 	tl(5.31), nt(4.11), ey(3.33), br(3.12), ra(2.72), le(2.36), an(1.78)
304	22.73	jordynn    	 	rd(5.05), dy(4.21), jo(3.83), or(3.68), yn(3.10), nn(2.87)
305	22.71	frankie    	 	nk(6.00), fr(4.90), ki(4.35), ie(2.96), ra(2.72), an(1.78)
306	22.71	dimitri    	 	tr(4.43), im(4.43), it(4.24), di(3.97), mi(3.18), ri(2.45)
307	22.70	quentin    	 	ue(4.97), qu(4.84), nt(4.11), ti(3.80), in(2.66), en(2.31)
308	22.68	michaela   	 	ae(4.21), ch(3.78), ic(3.74), mi(3.18), ha(2.92), la(2.56), el(2.29)
309	22.68	nikolas    	 	ik(4.90), ko(4.67), ol(3.78), ni(3.39), as(3.38), la(2.56)
310	22.66	kristian   	 	kr(5.66), ti(3.80), st(3.50), is(2.99), ia(2.49), ri(2.45), an(1.78)
311	22.64	presley    	 	pr(5.53), sl(4.84), es(3.64), ey(3.33), re(2.94), le(2.36)
312	22.64	yamileth   	 	et(4.00), th(3.64), ya(3.29), mi(3.18), am(3.10), il(3.07), le(2.36)
313	22.61	marshall   	 	rs(5.13), sh(4.06), ll(3.04), ha(2.92), ma(2.58), al(2.57), ar(2.33)
314	22.59	kinsley    	 	ns(5.05), sl(4.84), ki(4.35), ey(3.33), in(2.66), le(2.36)
315	22.59	russell    	 	ru(5.31), us(4.18), ss(4.11), se(3.66), ll(3.04), el(2.29)
316	22.58	august     	 	ug(5.41), gu(5.31), au(4.18), us(4.18), st(3.50)
317	22.57	nikolai    	 	ik(4.90), ko(4.67), ol(3.78), ni(3.39), ai(3.27), la(2.56)
318	22.57	sydney     	 	dn(6.22), sy(5.41), yd(4.52), ey(3.33), ne(3.08)
319	22.56	annabella  	 	ab(3.95), be(3.60), ll(3.04), nn(2.87), la(2.56), na(2.48), el(2.29), an(1.78)
320	22.50	garrett    	 	rr(4.67), tt(4.39), ga(4.18), et(4.00), re(2.94), ar(2.33)
321	22.49	audriana   	 	ud(5.13), au(4.18), dr(4.00), ia(2.49), na(2.48), ri(2.45), an(1.78)
322	22.48	winston    	 	wi(5.21), ns(5.05), to(3.60), st(3.50), in(2.66), on(2.45)
323	22.45	alberto    	 	lb(5.53), rt(4.52), be(3.60), to(3.60), er(2.62), al(2.57)
324	22.44	hector     	 	ct(6.22), ec(5.13), he(3.80), or(3.68), to(3.60)
325	22.43	jazmyn     	 	zm(6.00), az(5.31), my(4.97), yn(3.10), ja(3.05)
326	22.43	yaritza    	 	tz(6.00), it(4.24), za(4.11), ya(3.29), ri(2.45), ar(2.33)
327	22.42	rogelio    	 	og(6.00), io(4.32), ge(4.08), ro(3.36), li(2.36), el(2.29)
328	22.40	estrella   	 	tr(4.43), es(3.64), st(3.50), ll(3.04), re(2.94), la(2.56), el(2.29)
329	22.40	raymond    	 	ym(6.51), mo(4.35), nd(3.39), ay(2.97), ra(2.72), on(2.45)
330	22.37	clayton    	 	yt(5.66), cl(5.13), to(3.60), ay(2.97), la(2.56), on(2.45)
331	22.37	desmond    	 	sm(5.53), mo(4.35), es(3.64), nd(3.39), de(3.01), on(2.45)
332	22.36	annabelle  	 	ab(3.95), be(3.60), ll(3.04), nn(2.87), na(2.48), le(2.36), el(2.29), an(1.78)
333	22.36	hudson     	 	ds(5.66), hu(5.53), ud(5.13), so(3.59), on(2.45)
334	22.33	quincy     	 	cy(5.53), ui(5.13), qu(4.84), nc(4.18), in(2.66)
335	22.33	caitlyn    	 	tl(5.31), it(4.24), ai(3.27), ca(3.22), ly(3.19), yn(3.10)
336	22.31	cristian   	 	cr(5.31), ti(3.80), st(3.50), is(2.99), ia(2.49), ri(2.45), an(1.78)
337	22.30	zackery    	 	ck(4.32), za(4.11), ac(4.03), ke(3.66), ry(3.57), er(2.62)
338	22.28	cooper     	 	oo(5.82), op(5.31), pe(4.62), co(3.92), er(2.62)
339	22.27	joseph     	 	ep(5.82), ph(4.72), os(4.24), jo(3.83), se(3.66)
340	22.25	mckayla    	 	mc(6.00), ck(4.32), yl(3.29), ka(3.11), ay(2.97), la(2.56)
341	22.23	britney    	 	tn(6.00), it(4.24), ey(3.33), br(3.12), ne(3.08), ri(2.45)
342	22.22	kaitlyn    	 	tl(5.31), it(4.24), ai(3.27), ly(3.19), ka(3.11), yn(3.10)
343	22.22	korbin     	 	rb(6.00), bi(5.21), ko(4.67), or(3.68), in(2.66)
344	22.19	michelle   	 	he(3.80), ch(3.78), ic(3.74), mi(3.18), ll(3.04), le(2.36), el(2.29)
345	22.18	braxton    	 	xt(5.66), ax(4.62), to(3.60), br(3.12), ra(2.72), on(2.45)
346	22.15	maksim     	 	ks(6.22), ak(4.67), im(4.43), si(4.24), ma(2.58)
347	22.14	angelica   	 	ng(4.67), ge(4.08), ic(3.74), ca(3.22), li(2.36), el(2.29), an(1.78)
348	22.13	harmony    	 	rm(5.41), ny(4.67), mo(4.35), ha(2.92), on(2.45), ar(2.33)
349	22.10	bodhi      	 	dh(6.92), bo(5.66), od(4.90), hi(4.62)
350	22.09	julieta    	 	ju(4.39), ul(4.35), ta(4.03), et(4.00), ie(2.96), li(2.36)
351	22.06	channing   	 	ng(4.67), ch(3.78), ni(3.39), ha(2.92), nn(2.87), in(2.66), an(1.78)
352	22.06	madilynn   	 	di(3.97), ad(3.28), ly(3.19), yn(3.10), il(3.07), nn(2.87), ma(2.58)
353	22.05	george     	 	ge(8.17), rg(5.53), eo(4.67), or(3.68)
354	22.00	markus     	 	ku(6.92), rk(6.00), us(4.18), ma(2.58), ar(2.33)
355	22.00	ashlynn    	 	hl(5.41), sh(4.06), as(3.38), ly(3.19), yn(3.10), nn(2.87)
356	21.98	dakota     	 	ot(5.41), ak(4.67), ko(4.67), ta(4.03), da(3.20)
357	21.98	dakota     	 	ot(5.41), ak(4.67), ko(4.67), ta(4.03), da(3.20)
358	21.96	brooke     	 	ok(6.00), oo(5.82), ke(3.66), ro(3.36), br(3.12)
359	21.96	donovan    	 	ov(5.41), no(4.21), va(4.08), do(4.03), on(2.45), an(1.78)
360	21.96	katelynn   	 	te(3.74), at(3.66), ly(3.19), ka(3.11), yn(3.10), nn(2.87), el(2.29)
361	21.96	anderson   	 	rs(5.13), so(3.59), nd(3.39), de(3.01), er(2.62), on(2.45), an(1.78)
362	21.95	joziah     	 	oz(6.92), zi(5.53), jo(3.83), ah(3.19), ia(2.49)
363	21.95	trinity    	 	ty(4.78), tr(4.43), it(4.24), ni(3.39), in(2.66), ri(2.45)
364	21.93	cheyanne   	 	he(3.80), ch(3.78), ey(3.33), ya(3.29), ne(3.08), nn(2.87), an(1.78)
365	21.93	johnny     	 	hn(5.66), oh(4.90), ny(4.67), jo(3.83), nn(2.87)
366	21.92	zachery    	 	za(4.11), ac(4.03), he(3.80), ch(3.78), ry(3.57), er(2.62)
367	21.90	blakely    	 	bl(5.53), ak(4.67), ke(3.66), ly(3.19), la(2.56), el(2.29)
368	21.90	valentin   	 	nt(4.11), va(4.08), ti(3.80), in(2.66), al(2.57), le(2.36), en(2.31)
369	21.89	desiree    	 	ir(4.28), si(4.24), ee(3.78), es(3.64), de(3.01), re(2.94)
370	21.84	dominic    	 	om(4.84), do(4.03), ic(3.74), ni(3.39), mi(3.18), in(2.66)
371	21.84	malaysia   	 	ys(4.43), si(4.24), ay(2.97), ma(2.58), al(2.57), la(2.56), ia(2.49)
372	21.83	kaleigh    	 	gh(4.84), ig(4.52), ei(4.43), ka(3.11), al(2.57), le(2.36)
373	21.82	emanuel    	 	nu(6.22), ue(4.97), em(3.97), ma(2.58), el(2.29), an(1.78)
374	21.81	elliott    	 	ot(5.41), tt(4.39), io(4.32), ll(3.04), li(2.36), el(2.29)
375	21.81	nevaeh     	 	eh(6.00), ev(4.43), ae(4.21), va(4.08), ne(3.08)
376	21.77	hendrix    	 	ix(5.82), dr(4.00), he(3.80), nd(3.39), ri(2.45), en(2.31)
377	21.77	adelaide   	 	de(6.01), id(4.35), ad(3.28), ai(3.27), la(2.56), el(2.29)
378	21.75	ernesto    	 	rn(5.31), es(3.64), to(3.60), st(3.50), ne(3.08), er(2.62)
379	21.74	curtis     	 	cu(5.82), ur(4.62), rt(4.52), ti(3.80), is(2.99)
380	21.74	addilyn    	 	dd(5.13), di(3.97), ad(3.28), ly(3.19), yn(3.10), il(3.07)
381	21.74	savannah   	 	va(4.08), av(4.08), sa(3.25), ah(3.19), nn(2.87), na(2.48), an(1.78)
382	21.74	trystan    	 	tr(4.43), ys(4.43), ta(4.03), ry(3.57), st(3.50), an(1.78)
383	21.73	jeramiah   	 	je(4.43), ah(3.19), mi(3.18), am(3.10), ra(2.72), er(2.62), ia(2.49)
384	21.73	jocelyn    	 	oc(5.82), jo(3.83), ce(3.50), ly(3.19), yn(3.10), el(2.29)
385	21.71	maritza    	 	tz(6.00), it(4.24), za(4.11), ma(2.58), ri(2.45), ar(2.33)
386	21.70	anthony    	 	ho(5.05), ny(4.67), nt(4.11), th(3.64), on(2.45), an(1.78)
387	21.69	miracle    	 	cl(5.13), ir(4.28), ac(4.03), mi(3.18), ra(2.72), le(2.36)
388	21.68	isabella   	 	ab(3.95), be(3.60), sa(3.25), ll(3.04), is(2.99), la(2.56), el(2.29)
389	21.68	cortez     	 	ez(5.82), rt(4.52), co(3.92), te(3.74), or(3.68)
390	21.67	preston    	 	pr(5.53), es(3.64), to(3.60), st(3.50), re(2.94), on(2.45)
391	21.66	justus     	 	us(8.35), tu(5.41), ju(4.39), st(3.50)
392	21.65	maggie     	 	gg(6.51), ag(5.21), gi(4.39), ie(2.96), ma(2.58)
393	21.64	aleigha    	 	gh(4.84), ig(4.52), ei(4.43), ha(2.92), al(2.57), le(2.36)
394	21.64	haleigh    	 	gh(4.84), ig(4.52), ei(4.43), ha(2.92), al(2.57), le(2.36)
395	21.63	mckenna    	 	mc(6.00), ck(4.32), ke(3.66), nn(2.87), na(2.48), en(2.31)
396	21.58	heather    	 	he(7.61), ea(4.06), at(3.66), th(3.64), er(2.62)
397	21.58	emerson    	 	rs(5.13), em(3.97), me(3.83), so(3.59), er(2.62), on(2.45)
398	21.58	emerson    	 	rs(5.13), em(3.97), me(3.83), so(3.59), er(2.62), on(2.45)
399	21.58	bobby      	 	bo(5.66), bb(5.66), by(5.13), ob(5.13)
400	21.54	kensley    	 	ns(5.05), sl(4.84), ke(3.66), ey(3.33), le(2.36), en(2.31)
401	21.53	ashtyn     	 	ht(6.22), ty(4.78), sh(4.06), as(3.38), yn(3.10)
402	21.52	greyson    	 	gr(4.78), ys(4.43), so(3.59), ey(3.33), re(2.94), on(2.45)
403	21.51	ainsley    	 	ns(5.05), sl(4.84), ey(3.33), ai(3.27), in(2.66), le(2.36)
404	21.50	messiah    	 	si(4.24), ss(4.11), me(3.83), es(3.64), ah(3.19), ia(2.49)
405	21.50	gabriela   	 	ga(4.18), ab(3.95), br(3.12), ie(2.96), la(2.56), ri(2.45), el(2.29)
406	21.50	braelynn   	 	ae(4.21), ly(3.19), br(3.12), yn(3.10), nn(2.87), ra(2.72), el(2.29)
407	21.48	isabelle   	 	ab(3.95), be(3.60), sa(3.25), ll(3.04), is(2.99), le(2.36), el(2.29)
408	21.48	corbin     	 	rb(6.00), bi(5.21), co(3.92), or(3.68), in(2.66)
409	21.48	jagger     	 	gg(6.51), ag(5.21), ge(4.08), ja(3.05), er(2.62)
410	21.47	bentlee    	 	tl(5.31), nt(4.11), ee(3.78), be(3.60), le(2.36), en(2.31)
411	21.47	brecken    	 	ec(5.13), ck(4.32), ke(3.66), br(3.12), re(2.94), en(2.31)
412	21.46	zackary    	 	ck(4.32), za(4.11), ac(4.03), ry(3.57), ka(3.11), ar(2.33)
413	21.46	julissa    	 	ju(4.39), ul(4.35), ss(4.11), sa(3.25), is(2.99), li(2.36)
414	21.46	scarlet    	 	sc(5.53), rl(4.03), et(4.00), ca(3.22), le(2.36), ar(2.33)
415	21.46	freddy     	 	dd(5.13), fr(4.90), ed(4.28), dy(4.21), re(2.94)
416	21.45	paisley    	 	sl(4.84), pa(4.67), ey(3.33), ai(3.27), is(2.99), le(2.36)
417	21.45	yoselin    	 	yo(6.22), os(4.24), se(3.66), in(2.66), li(2.36), el(2.29)
418	21.43	tristian   	 	tr(4.43), ti(3.80), st(3.50), is(2.99), ia(2.49), ri(2.45), an(1.78)
419	21.42	dawson     	 	ws(6.51), aw(5.66), so(3.59), da(3.20), on(2.45)
420	21.40	addison    	 	dd(5.13), di(3.97), so(3.59), ad(3.28), is(2.99), on(2.45)
421	21.39	samantha   	 	nt(4.11), th(3.64), sa(3.25), am(3.10), ha(2.92), ma(2.58), an(1.78)
422	21.38	harrison   	 	rr(4.67), so(3.59), is(2.99), ha(2.92), on(2.45), ri(2.45), ar(2.33)
423	21.38	judith     	 	ud(5.13), ju(4.39), it(4.24), di(3.97), th(3.64)
424	21.36	matilda    	 	ld(5.05), ti(3.80), at(3.66), da(3.20), il(3.07), ma(2.58)
425	21.36	jovanni    	 	ov(5.41), va(4.08), jo(3.83), ni(3.39), nn(2.87), an(1.78)
426	21.35	luciana    	 	uc(5.21), lu(4.78), ci(4.62), ia(2.49), na(2.48), an(1.78)
427	21.33	madisyn    	 	sy(5.41), di(3.97), ad(3.28), yn(3.10), is(2.99), ma(2.58)
428	21.32	julianne   	 	ju(4.39), ul(4.35), ne(3.08), nn(2.87), ia(2.49), li(2.36), an(1.78)
429	21.30	taraji     	 	aj(6.22), ji(6.00), ta(4.03), ra(2.72), ar(2.33)
430	21.28	destiny    	 	ny(4.67), ti(3.80), es(3.64), st(3.50), de(3.01), in(2.66)
431	21.25	jacoby     	 	by(5.13), ob(5.13), ac(4.03), co(3.92), ja(3.05)
432	21.24	maddox     	 	ox(6.22), dd(5.13), do(4.03), ad(3.28), ma(2.58)
433	21.23	sidney     	 	dn(6.22), id(4.35), si(4.24), ey(3.33), ne(3.08)
434	21.23	sidney     	 	dn(6.22), id(4.35), si(4.24), ey(3.33), ne(3.08)
435	21.22	tucker     	 	tu(5.41), uc(5.21), ck(4.32), ke(3.66), er(2.62)
436	21.19	sophie     	 	op(5.31), ph(4.72), hi(4.62), so(3.59), ie(2.96)
437	21.18	francis    	 	fr(4.90), ci(4.62), nc(4.18), is(2.99), ra(2.72), an(1.78)
438	21.16	cecilia    	 	ec(5.13), ci(4.62), ce(3.50), il(3.07), ia(2.49), li(2.36)
439	21.16	jazlyn     	 	zl(6.51), az(5.31), ly(3.19), yn(3.10), ja(3.05)
440	21.15	trevor     	 	vo(5.66), tr(4.43), ev(4.43), or(3.68), re(2.94)
441	21.14	brynlee    	 	nl(5.21), ee(3.78), ry(3.57), br(3.12), yn(3.10), le(2.36)
442	21.14	vicente    	 	nt(4.11), te(3.74), ic(3.74), vi(3.74), ce(3.50), en(2.31)
443	21.13	hunter     	 	hu(5.53), un(5.13), nt(4.11), te(3.74), er(2.62)
444	21.13	micheal    	 	ea(4.06), he(3.80), ch(3.78), ic(3.74), mi(3.18), al(2.57)
445	21.11	jakobe     	 	ob(5.13), ak(4.67), ko(4.67), be(3.60), ja(3.05)
446	21.11	eugene     	 	eu(6.22), ug(5.41), ge(4.08), ne(3.08), en(2.31)
447	21.11	maximo     	 	xi(5.13), ax(4.62), im(4.43), mo(4.35), ma(2.58)
448	21.10	julius     	 	iu(5.82), ju(4.39), ul(4.35), us(4.18), li(2.36)
449	21.08	lindsey    	 	ds(5.66), se(3.66), nd(3.39), ey(3.33), in(2.66), li(2.36)
450	21.06	caitlin    	 	tl(5.31), it(4.24), ai(3.27), ca(3.22), in(2.66), li(2.36)
451	21.06	maurice    	 	ur(4.62), au(4.18), ic(3.74), ce(3.50), ma(2.58), ri(2.45)
452	21.06	emiliano   	 	no(4.21), em(3.97), mi(3.18), il(3.07), ia(2.49), li(2.36), an(1.78)
453	21.05	antoine    	 	oi(5.82), nt(4.11), to(3.60), ne(3.08), in(2.66), an(1.78)
454	21.05	raquel     	 	aq(6.22), ue(4.97), qu(4.84), ra(2.72), el(2.29)
455	21.04	bradley    	 	dl(6.22), ey(3.33), ad(3.28), br(3.12), ra(2.72), le(2.36)
456	21.04	turner     	 	tu(5.41), rn(5.31), ur(4.62), ne(3.08), er(2.62)
457	21.03	emmett     	 	mm(4.84), tt(4.39), et(4.00), em(3.97), me(3.83)
458	21.03	bentley    	 	tl(5.31), nt(4.11), be(3.60), ey(3.33), le(2.36), en(2.31)
459	21.03	bentley    	 	tl(5.31), nt(4.11), be(3.60), ey(3.33), le(2.36), en(2.31)
460	21.02	yesenia    	 	ye(5.53), se(3.66), es(3.64), ni(3.39), ia(2.49), en(2.31)
461	21.00	paxton     	 	xt(5.66), pa(4.67), ax(4.62), to(3.60), on(2.45)
462	20.99	victor     	 	ct(6.22), ic(3.74), vi(3.74), or(3.68), to(3.60)
463	20.98	catalina   	 	ta(4.03), at(3.66), ca(3.22), in(2.66), al(2.57), na(2.48), li(2.36)
464	20.96	kaitlin    	 	tl(5.31), it(4.24), ai(3.27), ka(3.11), in(2.66), li(2.36)
465	20.93	adrienne   	 	dr(4.00), ad(3.28), ne(3.08), ie(2.96), nn(2.87), ri(2.45), en(2.31)
466	20.93	grayson    	 	gr(4.78), ys(4.43), so(3.59), ay(2.97), ra(2.72), on(2.45)
467	20.92	angeline   	 	ng(4.67), ge(4.08), ne(3.08), in(2.66), li(2.36), el(2.29), an(1.78)
468	20.91	aaliyah    	 	aa(5.21), iy(4.28), ya(3.29), ah(3.19), al(2.57), li(2.36)
469	20.90	junior     	 	un(5.13), ju(4.39), io(4.32), or(3.68), ni(3.39)
470	20.90	rodney     	 	dn(6.22), od(4.90), ro(3.36), ey(3.33), ne(3.08)
471	20.90	saanvi     	 	nv(6.92), aa(5.21), vi(3.74), sa(3.25), an(1.78)
472	20.89	audrina    	 	ud(5.13), au(4.18), dr(4.00), in(2.66), na(2.48), ri(2.45)
473	20.88	carmelo    	 	rm(5.41), me(3.83), lo(3.80), ca(3.22), ar(2.33), el(2.29)
474	20.88	jasmine    	 	sm(5.53), as(3.38), mi(3.18), ne(3.08), ja(3.05), in(2.66)
475	20.86	graysen    	 	gr(4.78), ys(4.43), se(3.66), ay(2.97), ra(2.72), en(2.31)
476	20.83	kimber     	 	mb(5.82), im(4.43), ki(4.35), be(3.60), er(2.62)
477	20.83	gerardo    	 	rd(5.05), ge(4.08), do(4.03), ra(2.72), er(2.62), ar(2.33)
478	20.81	seamus     	 	mu(5.82), us(4.18), ea(4.06), se(3.66), am(3.10)
479	20.81	shelby     	 	lb(5.53), by(5.13), sh(4.06), he(3.80), el(2.29)
480	20.80	ricardo    	 	rd(5.05), do(4.03), ic(3.74), ca(3.22), ri(2.45), ar(2.33)
481	20.80	sherlyn    	 	sh(4.06), rl(4.03), he(3.80), ly(3.19), yn(3.10), er(2.62)
482	20.79	derrick    	 	rr(4.67), ck(4.32), ic(3.74), de(3.01), er(2.62), ri(2.45)
483	20.79	caroline   	 	ol(3.78), ro(3.36), ca(3.22), ne(3.08), in(2.66), li(2.36), ar(2.33)
484	20.79	madalynn   	 	ad(3.28), da(3.20), ly(3.19), yn(3.10), nn(2.87), ma(2.58), al(2.57)
485	20.78	lawson     	 	ws(6.51), aw(5.66), so(3.59), la(2.56), on(2.45)
