Order	Score	Word	IsRandom	Ngrams
241	12.66	kaitlynn   	 	tl(3.53), it(2.47), ai(1.49), ly(1.42), ka(1.34), yn(1.32), nn(1.09)
242	12.65	ashtyn     	 	ht(4.45), ty(3.00), sh(2.28), as(1.60), yn(1.32)
243	12.65	kirsten    	 	rs(3.35), ki(2.58), ir(2.50), te(1.96), st(1.72), en(0.53)
244	12.64	patience   	 	pa(2.89), nc(2.40), ti(2.03), at(1.88), ce(1.72), ie(1.18), en(0.53)
245	12.63	finnegan   	 	fi(3.76), eg(3.20), ga(2.40), ne(1.30), nn(1.09), in(0.89), an(0.00)
246	12.63	esteban    	 	eb(3.64), ba(3.44), te(1.96), es(1.86), st(1.72), an(0.00)
247	12.63	reginald   	 	ld(3.27), eg(3.20), gi(2.62), re(1.16), in(0.89), al(0.79), na(0.70)
248	12.62	jazmine    	 	zm(4.23), az(3.53), mi(1.40), ne(1.30), ja(1.27), in(0.89)
249	12.60	patrick    	 	pa(2.89), tr(2.66), ck(2.54), ic(1.96), at(1.88), ri(0.67)
250	12.60	corbin     	 	rb(4.23), bi(3.44), co(2.15), or(1.90), in(0.89)
251	12.60	jagger     	 	gg(4.74), ag(3.44), ge(2.31), ja(1.27), er(0.84)
252	12.57	freddy     	 	dd(3.35), fr(3.13), ed(2.50), dy(2.43), re(1.16)
253	12.57	spencer    	 	sp(4.23), pe(2.84), nc(2.40), ce(1.72), er(0.84), en(0.53)
254	12.55	quintin    	 	ui(3.35), qu(3.06), nt(2.34), ti(2.03), in(1.77)
255	12.54	geraldine  	 	ld(3.27), ge(2.31), di(2.20), ne(1.30), ra(0.94), in(0.89), er(0.84), al(0.79)
256	12.54	dawson     	 	ws(4.74), aw(3.89), so(1.81), da(1.43), on(0.68)
257	12.54	izabella   	 	iz(3.64), za(2.34), ab(2.17), be(1.83), ll(1.26), la(0.78), el(0.52)
258	12.51	rocco      	 	cc(4.74), oc(4.04), co(2.15), ro(1.59)
259	12.50	judith     	 	ud(3.35), ju(2.62), it(2.47), di(2.20), th(1.86)
260	12.48	alessandro 	 	ss(2.34), dr(2.22), es(1.86), nd(1.62), ro(1.59), sa(1.48), al(0.79), le(0.58), an(0.00)
261	12.48	fernando   	 	rn(3.53), fe(3.53), do(2.25), nd(1.62), er(0.84), na(0.70), an(0.00)
262	12.47	chelsea    	 	ls(3.76), ea(2.28), he(2.03), ch(2.01), se(1.88), el(0.52)
263	12.46	justice    	 	ju(2.62), us(2.40), ti(2.03), ic(1.96), ce(1.72), st(1.72)
264	12.46	justice    	 	ju(2.62), us(2.40), ti(2.03), ic(1.96), ce(1.72), st(1.72)
265	12.43	raphael    	 	ap(4.45), ph(2.94), ae(2.43), ha(1.14), ra(0.94), el(0.52)
266	12.43	addyson    	 	dd(3.35), ys(2.66), dy(2.43), so(1.81), ad(1.50), on(0.68)
267	12.42	luciano    	 	uc(3.44), lu(3.00), ci(2.84), no(2.43), ia(0.71), an(0.00)
268	12.42	taraji     	 	aj(4.45), ji(4.23), ta(2.25), ra(0.94), ar(0.55)
269	12.41	lucille    	 	uc(3.44), lu(3.00), ci(2.84), il(1.29), ll(1.26), le(0.58)
270	12.39	benjamin   	 	nj(5.14), be(1.83), mi(1.40), am(1.32), ja(1.27), in(0.89), en(0.53)
271	12.37	jacoby     	 	by(3.35), ob(3.35), ac(2.25), co(2.15), ja(1.27)
272	12.36	maddox     	 	ox(4.45), dd(3.35), do(2.25), ad(1.50), ma(0.80)
273	12.36	tripp      	 	pp(5.14), ip(3.89), tr(2.66), ri(0.67)
274	12.35	ryleigh    	 	gh(3.06), ig(2.74), ei(2.66), ry(1.79), yl(1.52), le(0.58)
275	12.35	sidney     	 	dn(4.45), id(2.58), si(2.47), ey(1.56), ne(1.30)
276	12.35	sidney     	 	dn(4.45), id(2.58), si(2.47), ey(1.56), ne(1.30)
277	12.35	dominik    	 	ik(3.13), om(3.06), do(2.25), ni(1.62), mi(1.40), in(0.89)
278	12.34	tucker     	 	tu(3.64), uc(3.44), ck(2.54), ke(1.88), er(0.84)
279	12.33	izabelle   	 	iz(3.64), za(2.34), ab(2.17), be(1.83), ll(1.26), le(0.58), el(0.52)
280	12.32	matthias   	 	hi(2.84), tt(2.62), at(1.88), th(1.86), as(1.60), ma(0.80), ia(0.71)
281	12.31	cristiano  	 	cr(3.53), no(2.43), ti(2.03), st(1.72), is(1.21), ia(0.71), ri(0.67), an(0.00)
282	12.31	sophie     	 	op(3.53), ph(2.94), hi(2.84), so(1.81), ie(1.18)
283	12.28	jazlyn     	 	zl(4.74), az(3.53), ly(1.42), yn(1.32), ja(1.27)
284	12.27	cheyenne   	 	ye(3.76), he(2.03), ch(2.01), ey(1.56), ne(1.30), nn(1.09), en(0.53)
285	12.27	gracelynn  	 	gr(3.00), ac(2.25), ce(1.72), ly(1.42), yn(1.32), nn(1.09), ra(0.94), el(0.52)
286	12.27	trevor     	 	vo(3.89), tr(2.66), ev(2.66), or(1.90), re(1.16)
287	12.25	hunter     	 	hu(3.76), un(3.35), nt(2.34), te(1.96), er(0.84)
288	12.24	brittany   	 	ny(2.89), tt(2.62), it(2.47), ta(2.25), br(1.35), ri(0.67), an(0.00)
289	12.24	christian  	 	hr(3.89), ti(2.03), ch(2.01), st(1.72), is(1.21), ia(0.71), ri(0.67), an(0.00)
290	12.23	jakobe     	 	ob(3.35), ak(2.89), ko(2.89), be(1.83), ja(1.27)
291	12.23	eugene     	 	eu(4.45), ug(3.64), ge(2.31), ne(1.30), en(0.53)
292	12.23	maximo     	 	xi(3.35), ax(2.84), im(2.66), mo(2.58), ma(0.80)
293	12.22	julius     	 	iu(4.04), ju(2.62), ul(2.58), us(2.40), li(0.59)
294	12.19	bridger    	 	dg(4.45), id(2.58), ge(2.31), br(1.35), er(0.84), ri(0.67)
295	12.18	roberto    	 	ob(3.35), rt(2.74), be(1.83), to(1.83), ro(1.59), er(0.84)
296	12.17	kiersten   	 	rs(3.35), ki(2.58), te(1.96), st(1.72), ie(1.18), er(0.84), en(0.53)
297	12.17	raquel     	 	aq(4.45), ue(3.20), qu(3.06), ra(0.94), el(0.52)
298	12.16	alejandra  	 	ej(4.74), dr(2.22), nd(1.62), ja(1.27), ra(0.94), al(0.79), le(0.58), an(0.00)
299	12.16	jocelynn   	 	oc(4.04), jo(2.05), ce(1.72), ly(1.42), yn(1.32), nn(1.09), el(0.52)
300	12.16	solomon    	 	om(3.06), mo(2.58), lo(2.03), ol(2.01), so(1.81), on(0.68)
301	12.16	turner     	 	tu(3.64), rn(3.53), ur(2.84), ne(1.30), er(0.84)
302	12.15	scott      	 	sc(3.76), ot(3.64), tt(2.62), co(2.15)
303	12.15	emmett     	 	mm(3.06), tt(2.62), et(2.22), em(2.20), me(2.05)
304	12.14	quinton    	 	ui(3.35), qu(3.06), nt(2.34), to(1.83), in(0.89), on(0.68)
305	12.13	quinten    	 	ui(3.35), qu(3.06), nt(2.34), te(1.96), in(0.89), en(0.53)
306	12.12	paxton     	 	xt(3.89), pa(2.89), ax(2.84), to(1.83), on(0.68)
307	12.12	everett    	 	ev(2.66), ve(2.62), tt(2.62), et(2.22), re(1.16), er(0.84)
308	12.11	victor     	 	ct(4.45), ic(1.96), vi(1.96), or(1.90), to(1.83)
309	12.09	alexander  	 	xa(3.76), ex(3.27), nd(1.62), de(1.23), er(0.84), al(0.79), le(0.58), an(0.00)
310	12.09	kathryn    	 	hr(3.89), at(1.88), th(1.86), ry(1.79), ka(1.34), yn(1.32)
311	12.07	jordynn    	 	rd(3.27), dy(2.43), jo(2.05), or(1.90), yn(1.32), nn(1.09)
312	12.05	frankie    	 	nk(4.23), fr(3.13), ki(2.58), ie(1.18), ra(0.94), an(0.00)
313	12.05	dimitri    	 	tr(2.66), im(2.66), it(2.47), di(2.20), mi(1.40), ri(0.67)
314	12.05	libby      	 	ib(4.23), bb(3.89), by(3.35), li(0.59)
315	12.05	shawn      	 	wn(4.74), aw(3.89), sh(2.28), ha(1.14)
316	12.04	quentin    	 	ue(3.20), qu(3.06), nt(2.34), ti(2.03), in(0.89), en(0.53)
317	12.02	nikolas    	 	ik(3.13), ko(2.89), ol(2.01), ni(1.62), as(1.60), la(0.78)
318	12.02	knox       	 	kn(5.14), ox(4.45), no(2.43)
319	12.02	junior     	 	un(3.35), ju(2.62), io(2.54), or(1.90), ni(1.62)
320	12.02	rodney     	 	dn(4.45), od(3.13), ro(1.59), ey(1.56), ne(1.30)
321	12.02	saanvi     	 	nv(5.14), aa(3.44), vi(1.96), sa(1.48), an(0.00)
322	12.00	kolby      	 	lb(3.76), by(3.35), ko(2.89), ol(2.01)
323	12.00	giancarlo  	 	gi(2.62), nc(2.40), rl(2.25), lo(2.03), ca(1.44), ia(0.71), ar(0.55), an(0.00)
324	12.00	tatum      	 	um(4.23), tu(3.64), ta(2.25), at(1.88)
325	12.00	tatum      	 	um(4.23), tu(3.64), ta(2.25), at(1.88)
326	11.98	presley    	 	pr(3.76), sl(3.06), es(1.86), ey(1.56), re(1.16), le(0.58)
327	11.96	roderick   	 	od(3.13), ck(2.54), ic(1.96), ro(1.59), de(1.23), er(0.84), ri(0.67)
328	11.95	kimber     	 	mb(4.04), im(2.66), ki(2.58), be(1.83), er(0.84)
329	11.94	kinsley    	 	ns(3.27), sl(3.06), ki(2.58), ey(1.56), in(0.89), le(0.58)
330	11.93	russell    	 	ru(3.53), us(2.40), ss(2.34), se(1.88), ll(1.26), el(0.52)
331	11.93	seamus     	 	mu(4.04), us(2.40), ea(2.28), se(1.88), am(1.32)
332	11.93	shelby     	 	lb(3.76), by(3.35), sh(2.28), he(2.03), el(0.52)
333	11.91	nikolai    	 	ik(3.13), ko(2.89), ol(2.01), ni(1.62), ai(1.49), la(0.78)
334	11.90	valentino  	 	no(2.43), nt(2.34), va(2.31), ti(2.03), in(0.89), al(0.79), le(0.58), en(0.53)
335	11.90	lawson     	 	ws(4.74), aw(3.89), so(1.81), la(0.78), on(0.68)
336	11.88	elisabeth  	 	et(2.22), ab(2.17), th(1.86), be(1.83), sa(1.48), is(1.21), li(0.59), el(0.52)
337	11.88	rafael     	 	af(4.45), fa(3.53), ae(2.43), ra(0.94), el(0.52)
338	11.84	garrett    	 	rr(2.89), tt(2.62), ga(2.40), et(2.22), re(1.16), ar(0.55)
339	11.84	rhys       	 	rh(4.74), hy(4.45), ys(2.66)
340	11.84	kathleen   	 	hl(3.64), ee(2.01), at(1.88), th(1.86), ka(1.34), le(0.58), en(0.53)
341	11.84	alessandra 	 	ss(2.34), dr(2.22), es(1.86), nd(1.62), sa(1.48), ra(0.94), al(0.79), le(0.58), an(0.00)
342	11.84	sophia     	 	op(3.53), ph(2.94), hi(2.84), so(1.81), ia(0.71)
343	11.82	winston    	 	wi(3.44), ns(3.27), to(1.83), st(1.72), in(0.89), on(0.68)
344	11.81	alfred     	 	lf(4.23), fr(3.13), ed(2.50), re(1.16), al(0.79)
345	11.80	cruz       	 	uz(4.74), ru(3.53), cr(3.53)
346	11.80	piper      	 	pi(4.23), ip(3.89), pe(2.84), er(0.84)
347	11.79	alberto    	 	lb(3.76), rt(2.74), be(1.83), to(1.83), er(0.84), al(0.79)
348	11.77	yaritza    	 	tz(4.23), it(2.47), za(2.34), ya(1.52), ri(0.67), ar(0.55)
349	11.76	rogelio    	 	og(4.23), io(2.54), ge(2.31), ro(1.59), li(0.59), el(0.52)
350	11.75	arthur     	 	hu(3.76), ur(2.84), rt(2.74), th(1.86), ar(0.55)
351	11.75	emmitt     	 	mm(3.06), tt(2.62), it(2.47), em(2.20), mi(1.40)
352	11.75	maverick   	 	ve(2.62), ck(2.54), av(2.31), ic(1.96), er(0.84), ma(0.80), ri(0.67)
353	11.74	raymond    	 	ym(4.74), mo(2.58), nd(1.62), ay(1.19), ra(0.94), on(0.68)
354	11.74	jaxson     	 	xs(5.14), ax(2.84), so(1.81), ja(1.27), on(0.68)
355	11.72	meadow     	 	ow(3.64), ea(2.28), do(2.25), me(2.05), ad(1.50)
356	11.72	clayton    	 	yt(3.89), cl(3.35), to(1.83), ay(1.19), la(0.78), on(0.68)
357	11.72	desmond    	 	sm(3.76), mo(2.58), es(1.86), nd(1.62), de(1.23), on(0.68)
358	11.71	jaycob     	 	yc(3.76), ob(3.35), co(2.15), ja(1.27), ay(1.19)
359	11.71	corban     	 	rb(4.23), ba(3.44), co(2.15), or(1.90), an(0.00)
360	11.71	blaze      	 	bl(3.76), ze(3.64), az(3.53), la(0.78)
361	11.70	dwayne     	 	dw(4.45), wa(3.44), yn(1.32), ne(1.30), ay(1.19)
362	11.68	porter     	 	po(4.23), rt(2.74), te(1.96), or(1.90), er(0.84)
363	11.67	caitlyn    	 	tl(3.53), it(2.47), ai(1.49), ca(1.44), ly(1.42), yn(1.32)
364	11.66	arjun      	 	rj(5.14), un(3.35), ju(2.62), ar(0.55)
365	11.66	fernanda   	 	rn(3.53), fe(3.53), nd(1.62), da(1.43), er(0.84), na(0.70), an(0.00)
366	11.65	willow     	 	ow(3.64), wi(3.44), lo(2.03), il(1.29), ll(1.26)
367	11.65	zackery    	 	ck(2.54), za(2.34), ac(2.25), ke(1.88), ry(1.79), er(0.84)
368	11.64	cassandra  	 	ss(2.34), dr(2.22), nd(1.62), as(1.60), sa(1.48), ca(1.44), ra(0.94), an(0.00)
369	11.64	sergio     	 	rg(3.76), gi(2.62), io(2.54), se(1.88), er(0.84)
370	11.62	jermaine   	 	rm(3.64), je(2.66), ai(1.49), ne(1.30), in(0.89), er(0.84), ma(0.80)
371	11.61	reuben     	 	eu(4.45), ub(3.64), be(1.83), re(1.16), en(0.53)
372	11.60	rhett      	 	rh(4.74), tt(2.62), et(2.22), he(2.03)
373	11.60	josue      	 	su(3.89), ue(3.20), os(2.47), jo(2.05)
374	11.59	mckayla    	 	mc(4.23), ck(2.54), yl(1.52), ka(1.34), ay(1.19), la(0.78)
375	11.58	moises     	 	oi(4.04), mo(2.58), se(1.88), es(1.86), is(1.21)
376	11.57	joyce      	 	oy(4.04), yc(3.76), jo(2.05), ce(1.72)
377	11.57	britney    	 	tn(4.23), it(2.47), ey(1.56), br(1.35), ne(1.30), ri(0.67)
378	11.57	kaitlyn    	 	tl(3.53), it(2.47), ai(1.49), ly(1.42), ka(1.34), yn(1.32)
379	11.56	yazmin     	 	zm(4.23), az(3.53), ya(1.52), mi(1.40), in(0.89)
380	11.56	shiloh     	 	oh(3.13), hi(2.84), sh(2.28), lo(2.03), il(1.29)
381	11.55	philip     	 	ip(3.89), ph(2.94), hi(2.84), il(1.29), li(0.59)
382	11.55	maddison   	 	dd(3.35), di(2.20), so(1.81), ad(1.50), is(1.21), ma(0.80), on(0.68)
383	11.54	kassandra  	 	ss(2.34), dr(2.22), nd(1.62), as(1.60), sa(1.48), ka(1.34), ra(0.94), an(0.00)
384	11.52	braxton    	 	xt(3.89), ax(2.84), to(1.83), br(1.35), ra(0.94), on(0.68)
385	11.52	terrence   	 	rr(2.89), nc(2.40), te(1.96), ce(1.72), re(1.16), er(0.84), en(0.53)
386	11.51	serenity   	 	ty(3.00), it(2.47), se(1.88), ni(1.62), re(1.16), er(0.84), en(0.53)
387	11.48	harmony    	 	rm(3.64), ny(2.89), mo(2.58), ha(1.14), on(0.68), ar(0.55)
388	11.45	margaret   	 	rg(3.76), ga(2.40), et(2.22), re(1.16), ar(1.10), ma(0.80)
389	11.44	julieta    	 	ju(2.62), ul(2.58), ta(2.25), et(2.22), ie(1.18), li(0.59)
390	11.44	hugo       	 	go(4.04), hu(3.76), ug(3.64)
391	11.43	kendrick   	 	ck(2.54), dr(2.22), ic(1.96), ke(1.88), nd(1.62), ri(0.67), en(0.53)
392	11.42	sofia      	 	of(5.14), fi(3.76), so(1.81), ia(0.71)
393	11.41	pierce     	 	pi(4.23), rc(3.44), ce(1.72), ie(1.18), er(0.84)
394	11.39	miguel     	 	gu(3.53), ue(3.20), ig(2.74), mi(1.40), el(0.52)
395	11.37	leonidas   	 	eo(2.89), id(2.58), ni(1.62), as(1.60), da(1.43), on(0.68), le(0.58)
396	11.36	felipe     	 	ip(3.89), fe(3.53), pe(2.84), li(0.59), el(0.52)
397	11.36	sylvia     	 	sy(3.64), lv(3.53), vi(1.96), yl(1.52), ia(0.71)
398	11.36	arturo     	 	tu(3.64), ur(2.84), rt(2.74), ro(1.59), ar(0.55)
399	11.35	ashlynn    	 	hl(3.64), sh(2.28), as(1.60), ly(1.42), yn(1.32), nn(1.09)
400	11.32	jazmin     	 	zm(4.23), az(3.53), mi(1.40), ja(1.27), in(0.89)
401	11.31	donovan    	 	ov(3.64), no(2.43), va(2.31), do(2.25), on(0.68), an(0.00)
402	11.30	trinity    	 	ty(3.00), tr(2.66), it(2.47), ni(1.62), in(0.89), ri(0.67)
403	11.28	rosemary   	 	os(2.47), em(2.20), se(1.88), ry(1.79), ro(1.59), ma(0.80), ar(0.55)
404	11.28	vihaan     	 	ih(4.74), aa(3.44), vi(1.96), ha(1.14), an(0.00)
405	11.27	edwin      	 	dw(4.45), wi(3.44), ed(2.50), in(0.89)
406	11.26	tyrese     	 	yr(3.35), ty(3.00), se(1.88), es(1.86), re(1.16)
407	11.26	caydence   	 	yd(2.74), nc(2.40), ce(1.72), ca(1.44), de(1.23), ay(1.19), en(0.53)
408	11.26	zachery    	 	za(2.34), ac(2.25), he(2.03), ch(2.01), ry(1.79), er(0.84)
409	11.26	colby      	 	lb(3.76), by(3.35), co(2.15), ol(2.01)
410	11.25	deangelo   	 	ng(2.89), ge(2.31), ea(2.28), lo(2.03), de(1.23), el(0.52), an(0.00)
411	11.25	blakely    	 	bl(3.76), ak(2.89), ke(1.88), ly(1.42), la(0.78), el(0.52)
412	11.24	giuliana   	 	iu(4.04), gi(2.62), ul(2.58), ia(0.71), na(0.70), li(0.59), an(0.00)
413	11.24	marcus     	 	cu(4.04), rc(3.44), us(2.40), ma(0.80), ar(0.55)
414	11.23	duncan     	 	du(4.04), un(3.35), nc(2.40), ca(1.44), an(0.00)
415	11.23	desiree    	 	ir(2.50), si(2.47), ee(2.01), es(1.86), de(1.23), re(1.16)
416	11.20	dexter     	 	xt(3.89), ex(3.27), te(1.96), de(1.23), er(0.84)
417	11.18	dominic    	 	om(3.06), do(2.25), ic(1.96), ni(1.62), mi(1.40), in(0.89)
418	11.18	walker     	 	lk(4.23), wa(3.44), ke(1.88), er(0.84), al(0.79)
419	11.18	gracelyn   	 	gr(3.00), ac(2.25), ce(1.72), ly(1.42), yn(1.32), ra(0.94), el(0.52)
420	11.17	paityn     	 	ty(3.00), pa(2.89), it(2.47), ai(1.49), yn(1.32)
421	11.17	kaleigh    	 	gh(3.06), ig(2.74), ei(2.66), ka(1.34), al(0.79), le(0.58)
422	11.16	sfert      	*	sf(4.04), fe(3.53), rt(2.74), er(0.84)
423	11.16	emanuel    	 	nu(4.45), ue(3.20), em(2.20), ma(0.80), el(0.52), an(0.00)
424	11.16	elliott    	 	ot(3.64), tt(2.62), io(2.54), ll(1.26), li(0.59), el(0.52)
425	11.16	kolton     	 	lt(3.76), ko(2.89), ol(2.01), to(1.83), on(0.68)
426	11.16	kaydence   	 	yd(2.74), nc(2.40), ce(1.72), ka(1.34), de(1.23), ay(1.19), en(0.53)
427	11.15	audrianna  	 	ud(3.35), au(2.40), dr(2.22), nn(1.09), ia(0.71), na(0.70), ri(0.67), an(0.00)
428	11.15	tommy      	 	my(3.20), om(3.06), mm(3.06), to(1.83)
429	11.15	sterling   	 	ng(2.89), rl(2.25), te(1.96), st(1.72), in(0.89), er(0.84), li(0.59)
430	11.15	kolten     	 	lt(3.76), ko(2.89), ol(2.01), te(1.96), en(0.53)
431	11.12	jonathon   	 	ho(3.27), jo(2.05), at(1.88), th(1.86), on(1.35), na(0.70)
432	11.11	hendrix    	 	ix(4.04), dr(2.22), he(2.03), nd(1.62), ri(0.67), en(0.53)
433	11.11	kristina   	 	kr(3.89), ti(2.03), st(1.72), is(1.21), in(0.89), na(0.70), ri(0.67)
434	11.11	stefan     	 	ef(3.89), fa(3.53), te(1.96), st(1.72), an(0.00)
435	11.11	royce      	 	oy(4.04), yc(3.76), ce(1.72), ro(1.59)
436	11.09	ernesto    	 	rn(3.53), es(1.86), to(1.83), st(1.72), ne(1.30), er(0.84)
437	11.09	vivienne   	 	vi(3.93), iv(3.06), ne(1.30), ie(1.18), nn(1.09), en(0.53)
438	11.09	zachariah  	 	za(2.34), ac(2.25), ch(2.01), ah(1.42), ha(1.14), ia(0.71), ri(0.67), ar(0.55)
439	11.08	addilyn    	 	dd(3.35), di(2.20), ad(1.50), ly(1.42), yn(1.32), il(1.29)
440	11.08	dustin     	 	du(4.04), us(2.40), ti(2.03), st(1.72), in(0.89)
441	11.08	trystan    	 	tr(2.66), ys(2.66), ta(2.25), ry(1.79), st(1.72), an(0.00)
442	11.07	jocelyn    	 	oc(4.04), jo(2.05), ce(1.72), ly(1.42), yn(1.32), el(0.52)
443	11.07	nixon      	 	xo(4.74), ix(4.04), ni(1.62), on(0.68)
444	11.06	anastasia  	 	as(3.20), si(2.47), ta(2.25), st(1.72), ia(0.71), na(0.70), an(0.00)
445	11.06	bowen      	 	bo(3.89), ow(3.64), we(3.00), en(0.53)
446	11.06	maritza    	 	tz(4.23), it(2.47), za(2.34), ma(0.80), ri(0.67), ar(0.55)
447	11.04	destinee   	 	ti(2.03), ee(2.01), es(1.86), st(1.72), ne(1.30), de(1.23), in(0.89)
448	11.04	trevon     	 	vo(3.89), tr(2.66), ev(2.66), re(1.16), on(0.68)
449	11.04	anthony    	 	ho(3.27), ny(2.89), nt(2.34), th(1.86), on(0.68), an(0.00)
450	11.03	miracle    	 	cl(3.35), ir(2.50), ac(2.25), mi(1.40), ra(0.94), le(0.58)
451	11.01	preston    	 	pr(3.76), es(1.86), to(1.83), st(1.72), re(1.16), on(0.68)
452	10.98	jordyn     	 	rd(3.27), dy(2.43), jo(2.05), or(1.90), yn(1.32)
453	10.98	jordyn     	 	rd(3.27), dy(2.43), jo(2.05), or(1.90), yn(1.32)
454	10.98	aleigha    	 	gh(3.06), ig(2.74), ei(2.66), ha(1.14), al(0.79), le(0.58)
455	10.98	haleigh    	 	gh(3.06), ig(2.74), ei(2.66), ha(1.14), al(0.79), le(0.58)
456	10.97	mckenna    	 	mc(4.23), ck(2.54), ke(1.88), nn(1.09), na(0.70), en(0.53)
457	10.97	camdyn     	 	md(4.45), dy(2.43), ca(1.44), yn(1.32), am(1.32)
458	10.97	wilson     	 	ls(3.76), wi(3.44), so(1.81), il(1.29), on(0.68)
459	10.93	heather    	 	he(4.06), ea(2.28), at(1.88), th(1.86), er(0.84)
460	10.93	emerson    	 	rs(3.35), em(2.20), me(2.05), so(1.81), er(0.84), on(0.68)
461	10.93	emerson    	 	rs(3.35), em(2.20), me(2.05), so(1.81), er(0.84), on(0.68)
462	10.93	leonardo   	 	rd(3.27), eo(2.89), do(2.25), na(0.70), on(0.68), le(0.58), ar(0.55)
463	10.93	tobias     	 	bi(3.44), ob(3.35), to(1.83), as(1.60), ia(0.71)
464	10.92	catherine  	 	he(2.03), at(1.88), th(1.86), ca(1.44), ne(1.30), in(0.89), er(0.84), ri(0.67)
465	10.91	hadassah   	 	ss(2.34), as(1.60), ad(1.50), sa(1.48), da(1.43), ah(1.42), ha(1.14)
466	10.91	fatima     	 	fa(3.53), im(2.66), ti(2.03), at(1.88), ma(0.80)
467	10.89	kensley    	 	ns(3.27), sl(3.06), ke(1.88), ey(1.56), le(0.58), en(0.53)
468	10.88	kenzie     	 	zi(3.76), nz(3.53), ke(1.88), ie(1.18), en(0.53)
469	10.86	greyson    	 	gr(3.00), ys(2.66), so(1.81), ey(1.56), re(1.16), on(0.68)
470	10.85	ainsley    	 	ns(3.27), sl(3.06), ey(1.56), ai(1.49), in(0.89), le(0.58)
471	10.85	messiah    	 	si(2.47), ss(2.34), me(2.05), es(1.86), ah(1.42), ia(0.71)
472	10.85	itzel      	 	tz(4.23), ze(3.64), it(2.47), el(0.52)
473	10.85	pablo      	 	bl(3.76), pa(2.89), ab(2.17), lo(2.03)
474	10.83	ashton     	 	ht(4.45), sh(2.28), to(1.83), as(1.60), on(0.68)
475	10.82	bentlee    	 	tl(3.53), nt(2.34), ee(2.01), be(1.83), le(0.58), en(0.53)
476	10.81	katherine  	 	he(2.03), at(1.88), th(1.86), ka(1.34), ne(1.30), in(0.89), er(0.84), ri(0.67)
477	10.81	brecken    	 	ec(3.35), ck(2.54), ke(1.88), br(1.35), re(1.16), en(0.53)
478	10.81	jesus      	 	su(3.89), je(2.66), us(2.40), es(1.86)
479	10.81	zackary    	 	ck(2.54), za(2.34), ac(2.25), ry(1.79), ka(1.34), ar(0.55)
480	10.81	julissa    	 	ju(2.62), ul(2.58), ss(2.34), sa(1.48), is(1.21), li(0.59)
481	10.81	scarlet    	 	sc(3.76), rl(2.25), et(2.22), ca(1.44), le(0.58), ar(0.55)
482	10.80	abdiel     	 	bd(4.74), di(2.20), ab(2.17), ie(1.18), el(0.52)
483	10.80	chloe      	 	hl(3.64), oe(3.13), lo(2.03), ch(2.01)
484	10.79	paisley    	 	sl(3.06), pa(2.89), ey(1.56), ai(1.49), is(1.21), le(0.58)
485	10.79	walter     	 	lt(3.76), wa(3.44), te(1.96), er(0.84), al(0.79)
486	10.79	yoselin    	 	yo(4.45), os(2.47), se(1.88), in(0.89), li(0.59), el(0.52)
487	10.79	peyton     	 	yt(3.89), pe(2.84), to(1.83), ey(1.56), on(0.68)
488	10.79	peyton     	 	yt(3.89), pe(2.84), to(1.83), ey(1.56), on(0.68)
489	10.78	alonzo     	 	zo(3.76), nz(3.53), lo(2.03), al(0.79), on(0.68)
490	10.78	jasper     	 	sp(4.23), pe(2.84), as(1.60), ja(1.27), er(0.84)
491	10.77	dixie      	 	ix(4.04), xi(3.35), di(2.20), ie(1.18)
492	10.77	gavyn      	 	vy(4.74), ga(2.40), av(2.31), yn(1.32)
493	10.77	terrance   	 	rr(2.89), nc(2.40), te(1.96), ce(1.72), ra(0.94), er(0.84), an(0.00)
494	10.76	cristina   	 	cr(3.53), ti(2.03), st(1.72), is(1.21), in(0.89), na(0.70), ri(0.67)
495	10.75	gauge      	 	ug(3.64), ga(2.40), au(2.40), ge(2.31)
496	10.75	addison    	 	dd(3.35), di(2.20), so(1.81), ad(1.50), is(1.21), on(0.68)
497	10.74	veronica   	 	ve(2.62), ic(1.96), ni(1.62), ro(1.59), ca(1.44), er(0.84), on(0.68)
498	10.72	callum     	 	um(4.23), lu(3.00), ca(1.44), ll(1.26), al(0.79)
499	10.71	matilda    	 	ld(3.27), ti(2.03), at(1.88), da(1.43), il(1.29), ma(0.80)
500	10.71	ahmed      	 	hm(4.74), ed(2.50), me(2.05), ah(1.42)
501	10.70	jovanni    	 	ov(3.64), va(2.31), jo(2.05), ni(1.62), nn(1.09), an(0.00)
502	10.69	audrey     	 	ud(3.35), au(2.40), dr(2.22), ey(1.56), re(1.16)
503	10.69	luciana    	 	uc(3.44), lu(3.00), ci(2.84), ia(0.71), na(0.70), an(0.00)
504	10.69	aditya     	 	ty(3.00), it(2.47), di(2.20), ya(1.52), ad(1.50)
505	10.68	abbie      	 	bb(3.89), bi(3.44), ab(2.17), ie(1.18)
506	10.68	madisyn    	 	sy(3.64), di(2.20), ad(1.50), yn(1.32), is(1.21), ma(0.80)
507	10.66	bruno      	 	ru(3.53), un(3.35), no(2.43), br(1.35)
508	10.66	daxton     	 	xt(3.89), ax(2.84), to(1.83), da(1.43), on(0.68)
509	10.66	kimora     	 	im(2.66), mo(2.58), ki(2.58), or(1.90), ra(0.94)
510	10.64	urijah     	 	ij(4.45), ur(2.84), ah(1.42), ja(1.27), ri(0.67)
